NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Name
0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14.0,The Hobbit
0.26,0.2,0.0,0.07,0.54,80.0,41.0,8.9,68.0,War of the Monsters
0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,Harry Potter and the Deathly Hallows - Part 1
0.41,0.11,0.0,0.01,0.54,88.0,16.0,8.1,7.0,NBA Street Vol. 2
0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,The Incredible Hulk: Ultimate Destruction
0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,Time Crisis: Razing Storm
0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,Summer Sports: Paradise Island
0.0,0.0,0.53,0.0,0.53,71.0,21.0,7.5,24.0,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare"
0.26,0.2,0.0,0.07,0.53,81.0,21.0,7.9,20.0,Time Crisis II
0.0,0.05,0.48,0.0,0.53,71.0,21.0,7.5,24.0,Inazuma Eleven GO
0.07,0.05,0.38,0.03,0.53,71.0,21.0,7.5,24.0,Clock Tower
0.45,0.02,0.0,0.07,0.53,78.0,19.0,9.1,13.0,NCAA March Madness 06
0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,LEGO Dimensions
0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67.0,Valkyria Chronicles II
0.26,0.2,0.0,0.07,0.53,71.0,21.0,7.5,24.0,Jampack Volume 11
0.42,0.07,0.0,0.04,0.53,71.0,21.0,7.5,24.0,Monster High: Ghoul Spirit
0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,Tatsunoko vs. Capcom: Ultimate All-Stars
0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,Rune Factory: A Fantasy Harvest Moon
0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0,Legacy of Kain: Defiance
0.38,0.14,0.0,0.01,0.53,71.0,21.0,7.5,24.0,SpongeBob SquarePants: Game Boy Advance Video Volume 2
0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13.0,NCAA March Madness 2005
0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14.0,007 Racing
0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.8,102.0,Tactics Ogre: Let Us Cling Together
0.26,0.2,0.0,0.07,0.53,58.0,24.0,8.1,21.0,Conflict: Vietnam
0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288.0,Dragon's Crown
0.4,0.11,0.0,0.02,0.53,71.0,21.0,7.5,24.0,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe
0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.3,8.0,MLB SlugFest 20-04
0.3,0.2,0.0,0.03,0.53,71.0,21.0,7.5,24.0,Gex 3: Deep Cover Gecko
0.26,0.2,0.0,0.07,0.53,71.0,21.0,7.9,8.0,NASCAR 09
0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,Blitz: The League
0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,Manhunt 2
0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,Just Dance 2015
0.3,0.2,0.0,0.03,0.53,71.0,21.0,7.5,24.0,Jampack Vol. 2
0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,The LEGO Movie Videogame
0.0,0.0,0.53,0.0,0.53,71.0,21.0,7.5,24.0,Virtual Soccer
0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,Overwatch
0.0,0.0,0.53,0.0,0.53,71.0,21.0,7.5,24.0,Romance of the Three Kingdoms IV: Wall of Fire
0.48,0.02,0.0,0.03,0.53,71.0,21.0,7.5,24.0,Monster Jam: Path of Destruction
0.0,0.0,0.53,0.0,0.53,71.0,21.0,7.5,24.0,Winning Post
0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,Peter Jackson's King Kong: The Official Game of the Movie
0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66.0,Burnout Revenge
0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15.0,Medal of Honor: European Assault
0.26,0.2,0.0,0.07,0.53,71.0,24.0,8.2,22.0,Ty the Tasmanian Tiger 2: Bush Rescue
0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,The Lord of the Rings: The Fellowship of the Ring
0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27.0,NBA 06
0.0,0.13,0.38,0.02,0.53,71.0,21.0,7.5,24.0,Inazuma Eleven
0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,Excite Truck
0.21,0.04,0.26,0.03,0.53,71.0,21.0,7.5,24.0,Phoenix Wright: Ace Attorney - Justice for All
0.43,0.09,0.0,0.01,0.53,71.0,21.0,7.5,24.0,Spider-Man
0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9.0,Magician's Quest: Mysterious Times
0.42,0.07,0.0,0.04,0.53,71.0,21.0,7.5,24.0,Hello Kitty: Big City Dreams
0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.5,11.0,X-Men Legends
0.05,0.21,0.25,0.02,0.53,71.0,21.0,7.5,24.0,Mario & Sonic at the Rio 2016 Olympic Games
0.26,0.21,0.0,0.05,0.53,71.0,21.0,9.0,5.0,G-Force
0.0,0.0,0.49,0.03,0.53,71.0,21.0,7.5,24.0,Front Mission 2
0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833.0,StarCraft II: Legacy of the Void
0.21,0.27,0.0,0.05,0.53,56.0,9.0,7.5,24.0,Jewel Master Egypt
0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22.0,ModNation Racers
0.26,0.23,0.0,0.04,0.53,71.0,21.0,6.1,18.0,LEGO Dimensions
0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4.0,WWE SmackDown vs. Raw 2010
0.48,0.0,0.0,0.04,0.53,71.0,21.0,7.5,24.0,Are You Smarter Than A 5th Grader?
0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,22.0,Oni
0.35,0.09,0.0,0.08,0.53,61.0,12.0,6.4,9.0,Tom Clancy's Ghost Recon Advanced Warfighter 2
0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10.0,SpongeBob SquarePants featuring Nicktoons: Globs of Doom
0.13,0.28,0.01,0.1,0.53,43.0,41.0,3.9,70.0,Terminator Salvation
0.31,0.17,0.0,0.05,0.53,60.0,8.0,7.5,24.0,How to Train Your Dragon
0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,The Lord of the Rings: The Two Towers
0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,Batman: Arkham City
0.26,0.2,0.0,0.07,0.53,68.0,36.0,7.7,24.0,Juiced
0.44,0.02,0.0,0.07,0.53,84.0,52.0,8.5,72.0,The Warriors
0.0,0.0,0.53,0.0,0.53,71.0,21.0,7.5,24.0,J-League Soccer: Prime Goal 2
0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,Star Fox Command
0.36,0.12,0.0,0.05,0.53,71.0,21.0,5.1,235.0,Dragon Age: Inquisition
0.49,0.03,0.0,0.0,0.53,71.0,21.0,7.5,24.0,Wayne Gretzky's 3D Hockey
0.49,0.03,0.0,0.0,0.53,71.0,21.0,7.5,24.0,NASCAR 2000
0.0,0.0,0.49,0.03,0.53,71.0,21.0,7.5,24.0,Pachi-Slot Aruze Oukoku 4
0.23,0.2,0.01,0.08,0.53,83.0,57.0,7.7,288.0,Bulletstorm
0.26,0.2,0.0,0.07,0.53,66.0,21.0,8.0,23.0,Return to Castle Wolfenstein: Operation Resurrection
0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25.0,Mario Tennis: Power Tour
0.0,0.0,0.52,0.0,0.52,82.0,24.0,8.4,16.0,Seaman
0.29,0.2,0.0,0.03,0.52,55.0,8.0,7.5,24.0,The Grinch
0.21,0.12,0.13,0.07,0.52,71.0,21.0,7.2,6.0,Tales of Symphonia
0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,Michael Jackson: The Experience
0.0,0.0,0.52,0.0,0.52,71.0,21.0,7.5,24.0,Tales of Destiny
0.17,0.26,0.0,0.1,0.52,76.0,18.0,6.2,12.0,Stuntman: Ignition
0.49,0.0,0.0,0.03,0.52,71.0,21.0,7.5,24.0,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team
0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114.0,F.E.A.R. 2: Project Origin
0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0,Mystery Dungeon: Shiren the Wanderer
0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21.0,GT Pro Series
0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,Tiger Woods PGA Tour 11
0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,The Golden Compass
0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0,Final Fantasy Chronicles
0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0,F1 2009
0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36.0,Syphon Filter 3
0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126.0,Metal Gear Solid 2: Substance
0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,Tales of Symphonia: Dawn of the New World
0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,NBA Live 08
0.47,0.01,0.0,0.04,0.52,70.0,4.0,7.5,24.0,Guinness World Records: The Videogame
0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51.0,We Love Katamari
0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,Sesame Street: Once Upon A Monster
0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,NCAA Football 2003
0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0,We Cheer
0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22.0,Madden NFL 07
0.29,0.2,0.0,0.03,0.52,68.0,5.0,7.5,24.0,Ready 2 Rumble Boxing: Round 2
0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,LEGO Jurassic World
0.28,0.07,0.16,0.01,0.52,71.0,21.0,7.5,24.0,Mega Man 6
0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0,NBA Live 09
0.12,0.25,0.02,0.13,0.52,71.0,21.0,7.5,24.0,FIFA 12
0.29,0.2,0.0,0.03,0.52,71.0,21.0,7.5,24.0,Mission: Impossible
0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,Rory McIlroy PGA Tour
0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,SingStar Dance
0.12,0.08,0.28,0.03,0.52,71.0,21.0,7.5,24.0,Rival Schools: United By Fate
0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0,Lords of the Fallen
0.17,0.13,0.18,0.04,0.52,78.0,15.0,7.5,24.0,Swing Away Golf
0.0,0.0,0.52,0.0,0.52,71.0,21.0,7.5,24.0,J-League Pro Soccer Club o Tsukurou! 3
0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,Tomb Raider: Legend
0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0,Freedom Fighters
0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,Silent Hill: Origins
0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,Gun
0.37,0.14,0.0,0.01,0.52,52.0,5.0,7.5,24.0,That's So Raven 2: Supernatural Style
0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0,Fight Night Round 3
0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,The Punisher
0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,Kirby and the Rainbow Curse
0.1,0.07,0.31,0.03,0.52,71.0,21.0,7.5,24.0,Front Mission 3
0.0,0.0,0.52,0.0,0.52,71.0,21.0,7.5,24.0,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu
0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,SSX On Tour
0.21,0.26,0.0,0.04,0.52,71.0,21.0,7.5,24.0, Frozen: Olaf's Quest
0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0,Disgaea 3: Absence of Justice
0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6.0,Tony Hawk's Pro Skater 3
0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0,Way of the Samurai 3
0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,The Sims 2: Open for Business
0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0,Rune Factory 2: A Fantasy Harvest Moon
0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0,Harry Potter and the Prisoner of Azkaban
0.17,0.11,0.2,0.03,0.52,71.0,21.0,7.5,24.0,Omega Boost
0.38,0.11,0.0,0.02,0.52,71.0,21.0,7.5,24.0,NFL 2K3
0.22,0.21,0.0,0.09,0.52,71.0,21.0,7.5,24.0,Cars 2
0.47,0.0,0.0,0.04,0.52,71.0,21.0,7.5,24.0,Go Diego Go! Safari Rescue
0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4.0,SimAnimals
0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0,NBA Live 2002
0.25,0.2,0.0,0.07,0.52,71.0,21.0,7.5,24.0,Jampack Winter 2002
0.11,0.29,0.0,0.11,0.51,71.0,21.0,7.5,24.0,LEGO Marvel Super Heroes
0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19.0,Way of the Samurai
0.13,0.07,0.27,0.05,0.51,71.0,56.0,6.1,113.0,The 3rd Birthday
0.19,0.26,0.02,0.04,0.51,71.0,21.0,7.5,24.0,Sonic & All-Stars Racing Transformed
0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18.0,Kung Fu Panda
0.09,0.36,0.0,0.06,0.51,71.0,21.0,7.5,24.0,Classic Word Games
0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0,Epic Mickey 2: The Power of Two
0.48,0.03,0.0,0.01,0.51,71.0,21.0,7.5,24.0,Fishing Derby
0.25,0.2,0.0,0.07,0.51,47.0,14.0,6.3,7.0,Pac-Man Fever
0.36,0.11,0.0,0.04,0.51,70.0,26.0,7.7,14.0,Spectrobes: Beyond the Portals
0.08,0.05,0.35,0.03,0.51,71.0,21.0,7.5,24.0,International Track & Field
0.25,0.2,0.0,0.07,0.51,53.0,17.0,8.4,8.0,HSX HyperSonic.Xtreme
0.36,0.03,0.08,0.04,0.51,53.0,55.0,6.4,229.0,Lair
0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17.0,Madden NFL 2004
0.0,0.0,0.51,0.0,0.51,71.0,21.0,7.5,24.0,Jikkyou Powerful Pro Yakyuu 10
0.25,0.2,0.0,0.07,0.51,74.0,16.0,7.8,12.0,Summoner
0.15,0.08,0.22,0.06,0.51,77.0,71.0,8.2,298.0,Soul Sacrifice
0.28,0.19,0.0,0.03,0.51,71.0,21.0,7.5,24.0,Virtual Pool
0.35,0.11,0.0,0.06,0.51,67.0,46.0,7.4,139.0,DC Universe Online
0.0,0.0,0.51,0.0,0.51,71.0,21.0,7.5,24.0,Jam With the Band
0.47,0.0,0.0,0.04,0.51,64.0,9.0,7.5,4.0,NBA Live 07
0.23,0.23,0.0,0.05,0.51,80.0,43.0,8.4,18.0,IL-2 Sturmovik: Birds of Prey
0.35,0.12,0.0,0.04,0.51,71.0,21.0,6.2,6.0,100 All-Time Favorites
0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196.0,The Walking Dead: Survival Instinct
0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0,Major League Baseball 2K10
0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0,Alice in Wonderland
0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.8,4.0,Ratatouille
0.37,0.14,0.0,0.01,0.51,71.0,21.0,7.5,24.0,"SpongeBob SquarePants: Lights, Camera, Pants!"
0.0,0.0,0.51,0.0,0.51,71.0,21.0,7.5,24.0,Wrecking Crew
0.41,0.09,0.0,0.01,0.51,71.0,21.0,7.5,24.0,Rugrats: Scavenger Hunt
0.01,0.26,0.22,0.02,0.51,71.0,21.0,7.5,24.0,International Superstar Soccer 2000 (All region sales)
0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0,NBA Live 2004
0.35,0.12,0.0,0.05,0.51,56.0,10.0,7.0,4.0,Iron Man
0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0,Alien: Isolation
0.0,0.0,0.48,0.03,0.51,71.0,21.0,7.5,24.0,Dai-4-Ji Super Robot Taisen S
0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17.0,Pro Evolution Soccer 2010
0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0,Disney's Kim Possible: Revenge of Monkey Fist
0.44,0.03,0.0,0.04,0.51,74.0,23.0,8.1,21.0,Naruto Shippuden: Clash of Ninja Revolution 3
0.15,0.12,0.2,0.04,0.51,75.0,45.0,8.4,55.0,Ace Combat Zero: The Belkan War
0.0,0.46,0.0,0.05,0.51,91.0,67.0,8.6,3542.0,Dragon Age: Origins
0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24.0,Dynasty Warriors
0.42,0.02,0.0,0.07,0.51,76.0,11.0,4.6,51.0,NHL 07
0.12,0.2,0.07,0.12,0.51,80.0,52.0,6.2,45.0,SoulCalibur: Broken Destiny
0.26,0.19,0.0,0.06,0.51,71.0,21.0,7.5,24.0,Dishonored
0.36,0.08,0.02,0.04,0.51,56.0,29.0,7.5,33.0,Dragon Ball: Raging Blast
0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,Naruto Shippuden: Ultimate Ninja Storm 3
0.47,0.0,0.0,0.04,0.51,71.0,21.0,7.5,24.0,Petz: Hamsterz Life 2
0.37,0.11,0.0,0.02,0.51,66.0,7.0,7.5,24.0,World Championship Poker
0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.8,4.0,The BIGS
0.22,0.21,0.0,0.08,0.51,71.0,21.0,6.0,21.0,WWE 2K16
0.0,0.0,0.51,0.0,0.51,71.0,21.0,7.5,24.0,Final Fantasy
0.36,0.13,0.0,0.01,0.51,73.0,26.0,7.0,21.0,Dragon Ball Z: Supersonic Warriors
0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0,NBA Ballers
0.25,0.19,0.0,0.06,0.51,76.0,54.0,7.8,191.0,Silent Hill 4: The Room
0.47,0.03,0.0,0.01,0.51,71.0,21.0,7.5,24.0,River Raid II
0.22,0.17,0.05,0.06,0.51,78.0,30.0,8.4,5.0,Capcom Classics Collection
0.46,0.01,0.0,0.04,0.51,68.0,8.0,7.5,24.0,My Word Coach
0.25,0.19,0.0,0.06,0.51,71.0,21.0,7.5,24.0,Monopoly Party
0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0,Tiger Woods PGA Tour 13
0.28,0.19,0.0,0.03,0.51,71.0,21.0,7.5,24.0,NHL FaceOff 98
0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141.0,The Saboteur
0.36,0.13,0.0,0.01,0.5,56.0,4.0,7.5,24.0,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies
0.42,0.02,0.0,0.07,0.5,55.0,41.0,7.2,25.0,Sonic Riders
0.25,0.19,0.0,0.06,0.5,51.0,9.0,7.5,6.0,Looney Tunes: Back in Action
0.33,0.13,0.0,0.05,0.5,47.0,8.0,7.5,24.0,Monsters vs. Aliens
0.47,0.03,0.0,0.01,0.5,71.0,21.0,7.5,24.0,Midnight Magic
0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61.0,NHL 09
0.17,0.28,0.0,0.06,0.5,83.0,34.0,8.4,60.0,Bully: Scholarship Edition
0.44,0.03,0.0,0.04,0.5,81.0,50.0,7.8,46.0,WWE SmackDown vs. RAW 2007
0.42,0.06,0.0,0.02,0.5,86.0,33.0,7.6,12.0,Midnight Club II
0.0,0.0,0.5,0.0,0.5,71.0,21.0,7.5,24.0,Monster Hunter Freedom 2
0.31,0.12,0.0,0.07,0.5,81.0,30.0,7.5,24.0,Tiger Woods PGA Tour 07
0.43,0.03,0.0,0.04,0.5,62.0,16.0,6.7,12.0,Ratatouille
0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.5,4.0,Avatar: The Last Airbender
0.28,0.19,0.0,0.03,0.5,71.0,21.0,7.5,24.0,Blue's Clues: Blue's Big Musical
0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11.0,The Mummy Returns
0.45,0.02,0.0,0.03,0.5,71.0,21.0,7.5,24.0,Cars Toon: Mater's Tall Tales
0.46,0.01,0.0,0.04,0.5,71.0,21.0,7.5,24.0,Paws & Claws: Dogs & Cats Best Friends
0.25,0.19,0.0,0.06,0.5,83.0,36.0,8.4,104.0,Hitman: Blood Money
0.25,0.19,0.0,0.06,0.5,71.0,21.0,7.5,24.0,Disney Sing It
0.47,0.03,0.0,0.01,0.5,71.0,21.0,7.5,24.0,Chopper Command
0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,Lost: Via Domus
0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36.0,Crash: Mind Over Mutant
0.25,0.19,0.0,0.06,0.5,75.0,13.0,7.7,6.0,Activision Anthology
0.17,0.02,0.3,0.02,0.5,83.0,33.0,8.7,36.0,Picross DS
0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0,Pro Evolution Soccer 2012
0.36,0.02,0.07,0.04,0.5,63.0,31.0,7.1,24.0,Final Fantasy II Anniversary Edition
0.08,0.27,0.0,0.15,0.5,80.0,18.0,7.3,29.0,Test Drive Unlimited
0.18,0.2,0.0,0.12,0.5,71.0,21.0,6.6,9.0,Harry Potter and the Half-Blood Prince
0.25,0.13,0.04,0.07,0.5,71.0,60.0,7.5,169.0,Unit 13
0.18,0.22,0.02,0.08,0.5,76.0,37.0,7.3,50.0,R.U.S.E.
0.22,0.07,0.18,0.02,0.5,78.0,60.0,7.8,113.0,Theatrhythm: Final Fantasy
0.17,0.24,0.0,0.09,0.5,71.0,21.0,7.5,24.0,Prince of Persia Trilogy
0.25,0.2,0.0,0.05,0.5,72.0,56.0,6.0,96.0,Goldeneye 007: Reloaded
0.4,0.09,0.0,0.01,0.5,71.0,21.0,7.5,24.0,Rugrats in Paris: The Movie
0.12,0.32,0.0,0.06,0.5,71.0,21.0,7.5,24.0,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage
0.24,0.19,0.0,0.06,0.5,81.0,22.0,8.3,8.0,Star Wars: Jedi Starfighter
0.13,0.05,0.31,0.01,0.5,88.0,20.0,9.1,26.0,Tactics Ogre: The Knight of Lodis
0.24,0.18,0.0,0.08,0.5,71.0,21.0,7.5,24.0,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)"
0.0,0.0,0.5,0.0,0.5,71.0,21.0,7.5,24.0,Super Robot Taisen MX
0.45,0.01,0.0,0.04,0.5,59.0,29.0,6.3,9.0,Sega Bass Fishing
0.28,0.19,0.0,0.03,0.5,71.0,21.0,7.5,24.0,Bases Loaded '96: Double Header
0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,Dead or Alive Ultimate
0.11,0.07,0.29,0.03,0.5,66.0,11.0,8.2,9.0,RPG Maker
0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,Major League Baseball 2K12
0.1,0.34,0.01,0.05,0.5,56.0,23.0,7.5,24.0,Rooms: The Main Building
0.46,0.0,0.0,0.04,0.5,65.0,10.0,7.4,5.0,Dance Dance Revolution Universe 2
0.42,0.04,0.0,0.04,0.5,89.0,61.0,8.1,140.0,Burnout Revenge
0.24,0.19,0.0,0.06,0.5,71.0,21.0,7.5,24.0,Star Wars: Clone Wars
0.24,0.19,0.0,0.06,0.5,65.0,8.0,7.3,8.0,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies
0.47,0.0,0.0,0.03,0.5,71.0,21.0,7.3,4.0,Madden NFL 13
0.41,0.02,0.0,0.07,0.5,71.0,21.0,7.0,4.0,Madden NFL 11
0.11,0.08,0.28,0.03,0.5,68.0,37.0,8.9,46.0,Monster Hunter
0.45,0.01,0.0,0.04,0.5,80.0,42.0,8.2,30.0,NBA Street Homecourt
0.38,0.1,0.0,0.01,0.5,82.0,30.0,8.9,17.0,Tony Hawk's Underground 2
0.24,0.19,0.0,0.06,0.5,80.0,25.0,8.7,16.0,SplashDown: Rides Gone Wild
0.0,0.0,0.5,0.0,0.5,71.0,21.0,7.5,24.0,Super Famista 5
0.24,0.19,0.0,0.06,0.5,67.0,21.0,9.0,26.0,Shrek SuperSlam
0.36,0.13,0.0,0.01,0.5,84.0,17.0,8.4,16.0,Rayman Advance
0.0,0.0,0.5,0.0,0.5,71.0,21.0,7.5,24.0,Super Robot Taisen Z
0.0,0.0,0.46,0.03,0.5,71.0,21.0,7.5,24.0,PoPoLoCrois Monogatari
0.23,0.21,0.01,0.05,0.5,69.0,79.0,7.3,86.0,Wet
0.41,0.02,0.0,0.07,0.5,71.0,21.0,8.2,29.0,Tomb Raider: Anniversary
0.41,0.01,0.0,0.07,0.5,64.0,42.0,7.8,19.0,Fantastic 4
0.24,0.19,0.0,0.06,0.5,50.0,19.0,7.3,6.0,Men in Black II: Alien Escape
0.46,0.03,0.0,0.01,0.5,71.0,21.0,7.5,24.0,RealSports Tennis
0.24,0.19,0.0,0.06,0.5,71.0,21.0,7.5,24.0,Nicktoons: Attack of the Toybots
0.46,0.03,0.0,0.01,0.5,71.0,21.0,7.5,24.0,Raiders of the Lost Ark
0.46,0.03,0.0,0.01,0.5,71.0,21.0,7.5,24.0,Gauntlet
0.27,0.14,0.04,0.04,0.5,70.0,67.0,8.1,157.0,Alice: Madness Returns
0.46,0.0,0.0,0.04,0.49,81.0,35.0,8.0,16.0,Madden NFL 07
0.41,0.02,0.03,0.04,0.49,61.0,46.0,5.0,6.0,Spider-Man 2
0.19,0.15,0.12,0.03,0.49,75.0,59.0,7.2,56.0,Ridge Racer 3D
0.28,0.03,0.16,0.02,0.49,83.0,35.0,8.4,33.0,Picross 3D
0.09,0.06,0.32,0.03,0.49,54.0,22.0,7.0,28.0,Dynasty Warriors: Gundam 2
0.46,0.0,0.0,0.04,0.49,71.0,21.0,6.7,6.0,Cars Mater-National Championship
0.35,0.13,0.0,0.01,0.49,70.0,4.0,7.5,24.0,Tony Hawk's Underground 2
0.26,0.15,0.05,0.04,0.49,55.0,57.0,5.5,31.0,Super Monkey Ball 3D
0.0,0.42,0.0,0.07,0.49,71.0,21.0,7.6,35.0,Euro Truck Simulator
0.44,0.02,0.0,0.04,0.49,57.0,16.0,5.6,7.0,SpongeBob SquarePants: Creature from the Krusty Krab
0.0,0.0,0.49,0.0,0.49,71.0,21.0,7.5,24.0,Dragon Quest Heroes: The World's Tree Woe and the Blight Below
0.1,0.34,0.0,0.05,0.49,84.0,42.0,6.9,56.0,F1 2012
0.46,0.01,0.0,0.03,0.49,71.0,21.0,7.5,24.0,NBA 2K11
0.46,0.03,0.0,0.01,0.49,71.0,21.0,7.5,24.0,Ice Hockey
